HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,Animalia,Chordata,Teleostei,Osmeriformes,Retropinnidae,Prototroctes,maraena,Australian grayling,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,6,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,Animalia,Chordata,Teleostei,Osmeriformes,Retropinnidae,Retropinna,semoni,Australian smelt,365,365,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,2,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,Animalia,Chordata,Teleostei,Osteoglossiformes,Hiodontidae,Hiodon,alosoides,Goldeye,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,946,0.151687,14,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,Animalia,Chordata,Teleostei,Osteoglossiformes,Hiodontidae,Hiodon,tergisus,Mooneye,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,498.85,0.151687,10,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,Animalia,Chordata,Teleostei,Osteoglossiformes,Mormyridae,Mormyrus,rume,Mormyrids,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,2915,0.151687,6,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,Animalia,Chordata,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,isidori,Mormyrid,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,4,0.151687,29,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,Animalia,Chordata,Teleostei,Osteoglossiformes,Notopteridae,Xenomystus,nigri,African knifefish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,11.4,520,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,Animalia,Chordata,Teleostei,Osteoglossiformes,Osteoglossidae,Osteoglossum,bicirrhosum,Arawana,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,2530,0.151687,6.5,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,hexapterus,Pacific sand lance,912,912,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,8,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,marinus,Sand eel,912,912,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,10,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,tobianus,Lesser sand eel,547,547,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,7,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,Animalia,Chordata,Teleostei,Perciformes,Anabantidae,Anabas,testudineus,Climbing perch,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,8,583,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,Animalia,Chordata,Teleostei,Perciformes,Anabantidae,Ctenopoma,kingsleyae,Miss Kingsleys climbing perch,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,68.75,0.151687,8.7,583,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,Animalia,Chordata,Teleostei,Perciformes,Arripidae,Arripis,georgianus,Australian ruff,1095,1095,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,440,0.151687,7,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,Animalia,Chordata,Teleostei,Perciformes,Arripidae,Arripis,trutta,Australian salmon,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,5170,0.151687,26,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,Animalia,Chordata,Teleostei,Perciformes,Arripidae,Arripis,truttacea,Western Australian salmon,1551,1551,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,5775,0.151687,9,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,Animalia,Chordata,Teleostei,Perciformes,Blenniidae,Lipophrys,pholis,Shanny,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,10,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733,Animalia,Chordata,Teleostei,Perciformes,Blenniidae,Omobranchus,punctatus,Muzzled blenny,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,4,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,Animalia,Chordata,Teleostei,Perciformes,Blenniidae,Parablennius,gattorugine,Tompot blenny,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,5,583,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,Animalia,Chordata,Teleostei,Perciformes,Bramidae,Brama,brama,Atlantic pomfret,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,3300,0.151687,9,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,Animalia,Chordata,Teleostei,Perciformes,Bramidae,Taractichthys,steindachneri,Sickle pomfret,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,6050,0.151687,8,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737,Animalia,Chordata,Teleostei,Perciformes,Callionymidae,Callionymus,lyra,European dragonet,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,7,520,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Caranx,crysos,Blue runner,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,2777.5,0.151687,11,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Pseudocaranx,dentex,White trevally,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,9955,0.151687,49,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Trachurus,declivis,Greenback horse mackerel,1186,1186,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,25,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Trachurus,japonicus,Japanese jack mackerel,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,363,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Trachurus,murphyi,Inca scad,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,16,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Trachurus,novaezelandiae,Yellowtail horse mackerel,1277,1277,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,25,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Trachurus,symmetricus,Jack mackerel,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,30,520,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Acantharchus,pomotis,Mud sunfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,8,440,unknown,small,questionable,0.18266,179.4495,11.830891,13187.90022,308.592247,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Ambloplites,rupestris,Rock bass,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,824,0.151687,18,526.0008,unknown,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Archoplites,interruptus,Sacramento perch,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,792,0.151687,6,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Centrarchus,macropterus,Flier,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,308,0.151687,5,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,auritus,Redbreast sunfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,467.25,0.151687,8,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,cyanellus,Green sunfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,529,0.151687,9,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,macrochirus,Bluegill,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,1181.25,0.151687,10,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,marginatus,Dollar sunfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,6,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,megalotis,Longear sunfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,434.5,0.151687,6,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,microlophus,Redear sunfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,121,0.151687,7,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,symmetricus,Bantam sunfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,3,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Micropterus,dolomieu,Smallmouth bass,2007,2007,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,2975.5,0.151687,26,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Micropterus,punctulatus,Spotted bass,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,2557,0.151687,7,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Micropterus,salmoides,Largemouth bass,1642,1277,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,5527.5,0.151687,23,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Pomoxis,annularis,White crappie,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,1292.5,0.151687,10,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Pomoxis,nigromaculatus,Black crappie,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,1496,0.151687,15,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,Animalia,Chordata,Teleostei,Perciformes,Centrolophidae,Hyperoglyphe,antarctica,Antarctic butterfish,2281,2281,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,33000,0.151687,15,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,Animalia,Chordata,Teleostei,Perciformes,Centrolophidae,Seriolella,brama,Whario,1277,1277,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,2200,0.151687,15,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,Animalia,Chordata,Teleostei,Perciformes,Centrolophidae,Seriolella,porosa,Silver warehou,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,15,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,Animalia,Chordata,Teleostei,Perciformes,Centropomidae,Centropomus,undecimalis,Common snook,1460,1460,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,13365,0.151687,7,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,Animalia,Chordata,Teleostei,Perciformes,Centropomidae,Lates,niloticus,Snook,912,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,110000,0.151687,7.8,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3766,Animalia,Chordata,Teleostei,Perciformes,Chaetodontidae,Chaetodon,lineolatus,Lined butterflyfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,10,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,Animalia,Chordata,Teleostei,Perciformes,Chaetodontidae,Chelmon,rostratus,Longnosed butterflyfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,10,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,Animalia,Chordata,Teleostei,Perciformes,Chaetodontidae,Forcipiger,flavissimus,Longnose butterflyfish,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,18,526.0008,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,Animalia,Chordata,Teleostei,Perciformes,Cheilodactylidae,Cheilodactylus,spectabilis,Brownbanded morwong,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,59,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,Animalia,Chordata,Teleostei,Perciformes,Cheilodactylidae,Nemadactylus,macropterus,Tarakihi,1825,1825,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,50,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Cichlasoma,bimaculatum,Black acara,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,20,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Cichlasoma,facetum,Chanchito,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,10,454,wild,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Herichthys,cyanoguttatum,Rio Grande cichlid,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,218070.293,0.151687,5,520,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
