HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
609,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,monacha,Hooded crane,1040,1040,0,0,0,0,0,0,0,3700,0.066,24,575,captivity,small,acceptable,0,0,0,0,0,448575732
610,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,rubicunda,Brolga,0,0,0,0,0,0,0,0,0,6250.5,0,33,575,captivity,medium,acceptable,0,0,0,0,0,575820
611,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,vipio,White-naped crane,1095,1095,31,0,2,0,0,0,0,5400,0.057,45,448,captivity,medium,acceptable,0,0,0,0,0,448732
612,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,americana,American coot,365,365,23,0,10,2,0,20.5,0,450.8,0.06,22.3,577,wild,large,acceptable,0,0,0,0,0,4.44E+11
613,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,atra,Coot,365,365,0,0,0,0,0,0,0,734.3,0.174,20.6,450,wild,medium,acceptable,0,0,2.039,412,0,4.44E+20
614,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,chloropus,Common moorhen,365,365,19,0,9,2,0,11.3,0,392,0,18.6,450,wild,medium,acceptable,0,0,0,0,0,4.44E+11
615,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,australis,Weka,0,0,0,0,0,0,0,0,0,899.3,0,13.8,575,captivity,small,acceptable,0,0,0,0,0,575820
616,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,aquaticus,Water rail,365,365,0,0,0,0,0,0,0,111.5,0.114,8.9,450,wild,medium,acceptable,0,0,0,0,0,4.51E+11
617,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,longirostris,Clapper rail,365,365,22,0,10,2,0,0,0,308,0,7.5,576,wild,medium,acceptable,0,0,0,0,0,444445576
618,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,leucotis,White-cheeked turaco,0,0,0,0,0,0,0,0,0,265,0,12.4,575,captivity,medium,acceptable,0,0,0,0,0,575820
619,Animalia,Chordata,Aves,Otidiformes,Otididae,Chlamydotis,undulata,Houbara bustard,0,0,0,0,0,0,0,0,0,1555,0,0,0,unknown,medium,low,0,0,0,0,0,820
620,Animalia,Chordata,Aves,Otidiformes,Otididae,Otis,tarda,Great bustard,0,0,0,0,0,0,0,0,0,7895.5,0.047,28.3,575,captivity,medium,acceptable,0,0,0,0,0,575732820
621,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,frontalis,White-browed scrubwren,365,365,0,0,0,0,0,0,0,13.4,0,17.6,958,wild,large,acceptable,0,0,0,0,0,820958
622,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,arundinaceus,Great reed-warbler,365,365,0,0,0,0,0,0,0,30,0,10.1,450,wild,medium,acceptable,0,0,0.257,21.9,0,4.35E+11
623,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,dumetorum,Blyth's reed-warbler,0,0,0,0,0,0,0,0,0,11.2,0,7.8,450,wild,medium,acceptable,0,0,0,0,0,450820
624,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,familiaris,Millerbird,0,0,0,0,0,0,0,0,0,18.3,0,0,0,unknown,small,low,0,0,0,0,0,578820
625,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,melanopogon,Moustached warbler,365,365,0,0,0,0,0,0,0,10.9,0,11.2,450,wild,medium,acceptable,0,0,0,0,0,450729820
626,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,palustris,Marsh warbler,365,365,0,0,0,0,0,0,0,11.5,0,9.8,729,wild,medium,acceptable,0,0,0.203,10.8,0,510729820
627,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,schoenobaenus,Sedge warbler,365,365,0,0,0,0,0,0,0,11.8,0,11.8,450,wild,medium,acceptable,0,0,0.218,11.5,0,4.51E+11
628,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,scirpaceus,Eurasian reed-warbler,365,365,0,0,0,0,0,0,0,12.3,0.536,14,450,wild,medium,acceptable,0,0,0,0,0,4.51E+11
629,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,sechellensis,Seychelles warbler,0,0,0,0,0,0,0,0,0,15.9,0,17,1133,wild,medium,acceptable,0,0,0,0,0,4.87E+25
630,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,stentoreus,Indian great reed warbler,0,0,0,0,0,0,0,0,0,24.2,0,10.6,450,wild,medium,acceptable,0,0,0,0,0,450820
631,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,icterina,Icterine warbler,365,365,0,0,0,0,0,0,0,13.2,0,10.8,450,wild,medium,acceptable,0,0,0.252,12.5,0,4.51E+11
632,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,polyglotta,Melodious warbler,365,365,0,0,0,0,0,0,0,11,0,8.9,450,wild,medium,acceptable,0,0,0,0,0,450729820
633,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Iduna,pallida,Olivaceous warbler,365,365,0,0,0,0,0,0,0,9,0,7.9,450,wild,medium,acceptable,0,0,0,0,0,450729820
634,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,caudatus,Long-tailed tit,365,365,0,0,0,0,0,0,0,8.6,0,11.1,450,wild,medium,acceptable,0,0,0.199,8.9,0,4.51E+11
635,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Psaltriparus,minimus,Bushtit,365,365,12,0,6,2,0,0,0,5.3,0,9.1,427,wild,small,acceptable,0,0,0.122375,5.5,0,4.27E+14
636,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,arvensis,Eurasian skylark,365,365,11,0,3,1,0,0,0,37.5,0.605,10.1,450,wild,medium,acceptable,0,0,0.722,31.7,0,4.35E+17
637,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremophila,alpestris,Horned lark,365,365,11,0,43,2,0,2.74,0,33.5,0.504,8,577,wild,medium,acceptable,0,0,0.3133,26,0,1.05E+20
638,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,cristata,Crested lark,365,365,0,0,0,0,0,0,0,42.9,0,11.6,450,wild,medium,acceptable,0,0,0,0,0,450729820
639,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Lullula,arborea,Wood lark,365,365,0,0,0,0,0,0,0,26.9,0,6,553,wild,medium,acceptable,0,0,0.572,25.5,0,4.36E+11
640,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,cedrorum,Cedar waxwing,365,365,14,0,4,2,0,3.1,0,30,0.52,8.2,427,wild,medium,acceptable,0,0,0,0,0,4.27E+11
641,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,garrulus,Bohemian waxwing,365,365,14,0,5,1,0,0,0,54.5,0,13.5,450,wild,medium,acceptable,0,0,0.9566,72.5,0,4.44E+17
642,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Calcarius,lapponicus,Lapland longspur,0,0,12,0,5,1,0,2.3,0,28.35,0.604,6,580,wild,medium,acceptable,0,0,0,0,0,4.44E+11
643,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Calcarius,pictus,Smith's longspur,365,365,12,0,4,1,0,2.6,0,26.65,0,5,1,wild,medium,acceptable,0,0,0,0,0,1444445
644,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Plectrophenax,hyperboreus,Mckay's bunting,0,0,0,0,4,0,0,0,0,42,0,4.8,580,wild,medium,acceptable,0,0,0,0,0,444445580
645,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Plectrophenax,nivalis,Snow bunting,365,365,12,0,5,1,0,3,0,41.8,0.576,9.6,427,wild,medium,acceptable,0,0,0,0,0,4.27E+14
646,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,cardinalis,Northern cardinal,365,365,12,0,3,2,0,3.5,0,42.6,0.516,28.5,0,unknown,medium,acceptable,0,0,0.5163,41,0,4.35E+14
647,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,sinuatus,Pyrrhuloxia,365,365,14,0,3,1,0,0,0,35.2,0,0,0,unknown,tiny,low,0,0,0.396495,32,0,4.25E+14
648,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cyanocompsa,parellina,Blue bunting,0,0,0,0,0,0,0,0,0,15.7,0,10.8,427,wild,medium,acceptable,0,0,0,0,0,427820
649,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,amoena,Lazuli bunting,365,365,12,0,4,1,0,1.3,0,15.15,0,9.9,427,wild,small,acceptable,0,0,0,0,0,427444445
650,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,caerulea,Blue grosbeak,365,365,11,0,4,2,0,0,0,28.4,0,10.2,427,wild,tiny,acceptable,0,0,0,0,0,427444445
651,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,ciris,Painted bunting,365,365,11,0,4,2,0,2,0,14.75,0,12,0,unknown,medium,acceptable,0,0,0,0,0,444445
652,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,cyanea,Indigo bunting,365,365,12,0,3.5,1,0,2.1,0,15,0,11,1,wild,medium,acceptable,0,0,0,0,0,1444445818
653,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus,ludovicianus,Rose-breasted grosbeak,365,365,12,0,4,1,0,4.5,0,47.325,0,24,0,unknown,medium,acceptable,0,0,0,0,0,444445
654,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus,melanocephalus,Black-headed grosbeak,365,365,12,0,3,1,0,3,0,42,0,25,445,captivity,small,acceptable,0,0,0,0,0,444445818
655,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,ludoviciana,Western tanager,365,365,13,0,4,1,0,0,0,30,0,15.3,0,unknown,medium,acceptable,0,0,0,0,0,444445
656,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,olivacea,Scarlet tanager,365,365,13,0,4,1,0,2.97,0,29,0,11.9,427,wild,medium,acceptable,0,0,0,0,0,427444445
657,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,rubra,Summer tanager,365,365,12,0,4,2,0,4.2,0,40,0,7.9,427,wild,small,acceptable,0,0,0,0,0,427444445
658,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Spiza,americana,Dickcissel,365,365,12,0,4,1,0,0,0,33,0,4.8,427,wild,medium,acceptable,0,0,0,0,0,427444445
659,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,americana,American treecreeper,365,365,0,0,0,0,0,0,0,8.4,0,0,0,unknown,small,low,0,0,0,0,0,818
660,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,brachydactyla,Short-toed tree-creeper,365,365,0,0,0,0,0,0,0,8.2,0,0,0,unknown,tiny,low,0,0,0,0,0,450729820
661,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,familiaris,Eurasian treecreeper,365,365,0,0,0,0,0,0,0,9.1,0,8.2,450,wild,medium,acceptable,0,0,0,0,0,450729
662,Animalia,Chordata,Aves,Passeriformes,Cettiidae,Cettia,cetti,Cetti's warbler,365,365,0,0,0,0,0,0,0,13.3,0,9.3,553,wild,medium,acceptable,0,0,0,0,0,553729820
663,Animalia,Chordata,Aves,Passeriformes,Cinclidae,Cinclus,cinclus,White-throated dipper,365,365,0,0,0,0,0,0,0,61.7,0,10.6,450,wild,large,acceptable,0,0,0,0,0,4.51E+12
664,Animalia,Chordata,Aves,Passeriformes,Cinclidae,Cinclus,mexicanus,American dipper,365,365,0,0,4,2,0,0,0,50.2,0,8.1,427,wild,medium,acceptable,0,0,0,0,0,427445
665,Animalia,Chordata,Aves,Passeriformes,Coerebidae,Coereba,flaveola,Bananaquit,0,0,0,0,0,0,0,0,0,10.1,0,8.6,427,wild,medium,acceptable,0,0,0,0,0,427820
666,Animalia,Chordata,Aves,Passeriformes,Corcoracidae,Corcorax,melanoramphos,White-winged chough,0,0,0,0,0,0,0,0,0,364,0,16.3,575,captivity,small,acceptable,0,0,0,0,0,575820
667,Animalia,Chordata,Aves,Passeriformes,Corcoracidae,Struthidea,cinerea,Apostlebird,0,0,0,0,0,0,0,0,0,132,0,25,575,captivity,small,acceptable,0,0,0,0,0,575820
668,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,californica,Western scrub jay,0,0,18,0,4,1,0,5.4,0,88.7,0,15.8,445,wild,medium,acceptable,0,0,0,0,0,445
669,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,coerulescens,Scrub jay,365,365,17,0,4,1,0,4.2,0,78.7,0.335,15,427,wild,medium,acceptable,0,0,0,0,0,4.12E+21
670,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,insularis,Island scrub jay,365,365,18,0,4,1,0,0,0,114,0,15.3,445,wild,medium,acceptable,0,0,0,0,0,445
671,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,ultramarina,Mexican jay,0,0,18,0,4,1,0,6,0,130,0,25,972,captivity,medium,acceptable,0,0,0,0,0,1444445972
672,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,monedula,Eurasian crow and Eurasian jackdaw,730,730,0,0,0,0,0,0,0,246,0.269,20.3,450,wild,medium,acceptable,0,0,0,0,0,4.51E+14
673,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,American crow,730,730,18,0,5,1,0,15.6,0,384.8,0.172,20,0,unknown,medium,acceptable,0,0,0,0,0,61444445732
674,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,caurinus,Northwestern crow,730,730,18,0,4,1,0,13.5,0,294,0.298,16.7,427,wild,small,acceptable,0,0,0,0,0,4.27E+11
675,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,corax,Common raven,1095,1095,19,0,5,1,0,25,0,1041.2,0,69,450,captivity,medium,acceptable,0,0,5.5656,1203,0,6.24E+16
676,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,cornix,Hooded crow,0,0,0,0,0,0,0,0,0,0,0.242,16.8,575,captivity,small,acceptable,0,0,0,0,0,575732
677,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,corone,Carrion crow,1095,1095,0,0,0,0,0,0,0,472.7,0.282,19.2,450,wild,medium,acceptable,0,0,3.3531,518,0,6.14E+13
678,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,coronoides,Australian raven,0,0,0,0,0,0,0,0,0,645,0,21.8,575,captivity,tiny,acceptable,0,0,0,0,0,575820
679,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,cryptoleucus,Chihuahuan raven,0,0,21,0,5,1,0,14.4,0,534,0.252,21.8,427,wild,small,acceptable,0,0,3.86705,640,0,4.25E+17
680,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,frugilegus,Rook,730,730,0,0,0,0,0,0,0,453.5,0,22.9,450,wild,medium,acceptable,0,0,2.6433,390,0,4.25E+11
681,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,hawaiiensis,Hawaiian crow,730,1460,20,0,3,1,0,0,0,520,0,25,445,wild,medium,acceptable,0,0,0,0,0,445
682,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,ossifragus,Fish crow,730,730,17,0,4,1,0,0,0,418,0,14.5,579,wild,small,acceptable,0,0,0,0,0,444445579
683,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,cristata,Blue jay,365,365,17,0,4,1,0,5.5,0,80.8,0,26.2,445,captivity,small,acceptable,0,0,0,0,0,61444445579
684,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,stelleri,Steller's jay,365,365,16,0,4,1,0,0,0,99.1,0,16.1,577,wild,medium,acceptable,0,0,0,0,0,4.44E+11
685,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,caeruleus,Azure jay,0,0,0,0,0,0,0,0,0,272,0,36,1,captivity,tiny,acceptable,0,0,0,0,0,1820
686,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,yncas,Green jay,365,365,17,0,4,2,0,0,0,78.5,0,0,0,unknown,small,low,0,0,0,0,0,4.27E+11
687,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,glandarius,Eurasian jay,365,365,0,0,0,0,0,0,0,159.7,0,17.9,729,wild,medium,acceptable,0,0,1.39997,153,0,425729820
688,Animalia,Chordata,Aves,Passeriformes,Corvidae,Gymnorhinus,cyanocephalus,Pinyon jay,365,365,17,0,4,1,0,6.26,0,105,0.303,14.6,427,wild,medium,acceptable,0,0,0,0,0,4.27E+14
689,Animalia,Chordata,Aves,Passeriformes,Corvidae,Nucifraga,caryocatactes,Spotted nutcracker,365,365,0,0,0,0,0,0,0,183,0.28,16.2,450,wild,medium,acceptable,0,0,1.346,147,0,4.51E+14
690,Animalia,Chordata,Aves,Passeriformes,Corvidae,Nucifraga,columbiana,Clark's nutcracker,365,365,18,0,2.5,1,0,7.1,0,130,0,17.4,579,wild,small,acceptable,0,0,0,0,0,444445579
691,Animalia,Chordata,Aves,Passeriformes,Corvidae,Perisoreus,canadensis,Gray jay,365,365,17,0,3,1,0,5.7,0,70.3,0,19.2,579,wild,small,acceptable,0,0,0,0,0,444445579
692,Animalia,Chordata,Aves,Passeriformes,Corvidae,Perisoreus,infaustus,Siberian jay,0,0,0,0,0,0,0,0,0,84.4,0,17.9,450,wild,medium,acceptable,0,0,0,0,0,4508201143
693,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,hudsonia,Black-billed magpie,365,730,18,0,6.5,1,0,0,0,177,0,20,445,captivity,medium,acceptable,0,0,1.196,158.9,0,435445
694,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,nuttalli,Yellow-billed magpie,365,365,18,0,6.5,1,0,6.9,0,159,0,10,1,wild,medium,questionable,0,0,1.471,151.9,0,1.44E+12
695,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,pica,Eurasian magpie,730,730,21,0,0,0,0,0,0,178,0.293,21.7,450,wild,medium,acceptable,0,0,0,0,0,6.15E+14
696,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,graculus,Alpine chough,1095,1095,0,0,0,0,0,0,0,211.5,0,24.4,450,wild,medium,acceptable,0,0,0,0,0,450729820
697,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,pyrrhocorax,Red-billed chough,730,730,0,0,0,0,0,0,0,277.8,0.275,20.3,575,captivity,medium,acceptable,0,0,0,0,0,5.76E+14
698,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Rupicola,rupicola,Guianan cock-of-the-rock,0,0,0,0,0,0,0,0,0,195,0,7,575,captivity,small,acceptable,0,0,0,0,0,575820
699,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Aimophila,ruficeps,Rufous-crowned sparrow,365,365,12,0,3,2,0,0,0,18.8,0,5.1,427,wild,medium,acceptable,0,0,0,0,0,427444445
700,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,bairdii,Baird's sparrow,0,0,0,0,4.5,0,0,0,0,19,0,0,0,unknown,small,low,0,0,0,0,0,427445
701,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,caudacutus,Saltmarsh sharp-tailed sparrow,365,365,11,0,4,0,0,1.63,0,16.5,0.56,10,1,wild,medium,acceptable,0,0,0,0,0,1444445732
702,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,henslowii,Henslow's sparrow,0,0,0,0,0,0,0,0,0,12.5,0,6.5,427,wild,medium,acceptable,0,0,0,0,0,427445
703,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,leconteii,Le Conte's sparrow,0,0,0,0,0,0,0,0,0,0,0,4.1,427,wild,medium,acceptable,0,0,0,0,0,427
704,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,maritimus,Seaside sparrow,365,365,12,0,4,2,0,0,0,20,0.544,9,1,wild,medium,acceptable,0,0,0,0,0,1444445732
705,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,nelsoni,Nelson's sharp-tailed sparrow,0,0,0,0,0,0,0,0,0,15.2,0,7.1,427,wild,medium,acceptable,0,0,0,0,0,427820
706,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,savannarum,Grasshopper sparrow,365,365,11,0,4,2,0,2,0,17.6,0,9.1,427,wild,medium,acceptable,0.4,0,0.1796,13.8,0,4.27E+17
707,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Amphispiza,bilineata,Black-throated sparrow,0,0,12,0,3,2,0,1.7,0,13.5,0,6,580,wild,medium,acceptable,0,0,0.1988,11.6,0,4.35E+14
708,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Arremonops,rufivirgatus,Olive sparrow,0,0,0,0,3.5,0,0,0,0,22.4,0,8.2,427,wild,medium,acceptable,0,0,0,0,0,427445820
709,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Artemisiospiza,belli,Sage sparrow,0,0,0,0,0,0,0,0,0,17.1,0,9.1,427,wild,medium,acceptable,0,0,0,0,0,427820
710,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Calamospiza,melanocorys,Lark bunting,365,365,12,0,5,1,0,3.28,0,32.6,0,4.8,427,wild,medium,acceptable,0,0,0,0,0,427444445
711,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Chondestes,grammacus,Lark sparrow,0,0,12,0,4,2,0,2.2,0,27.1,0,7.8,580,wild,small,acceptable,0,0,0,0,0,444445580
712,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,aureola,Yellow-breasted bunting,0,0,0,0,0,0,0,0,0,19.6,0,7,450,wild,medium,acceptable,0,0,0,0,0,450820
713,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,calandra,Corn bunting,365,365,0,0,0,0,0,0,0,48.8,0,10.6,450,wild,medium,acceptable,0,0,0,0,0,450729820
714,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,cirlus,Cirl bunting,365,365,0,0,0,0,0,0,0,25.6,0,6.1,729,wild,medium,acceptable,0,0,0,0,0,729820
715,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,citrinella,Yellowhammer,365,365,0,0,0,0,0,0,0,29.7,0,13.2,450,wild,medium,acceptable,0,0,0.436,26.8,0,4.51E+11
716,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,hortulana,Ortolan bunting,0,0,0,0,0,0,0,0,0,19.9,0,6.8,450,wild,medium,acceptable,0,0,0.407,27,0,450510820
717,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,melanocephala,Black-headed bunting,0,0,0,0,0,0,0,0,0,28.4,0,11,972,wild,medium,acceptable,0,0,0,0,0,820972
718,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,schoeniclus,Reed bunting,365,365,0,0,0,0,0,0,0,18.4,0,12.2,450,wild,medium,acceptable,0,0,0.3,17.6,0,4.51E+11
719,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Junco,hyemalis,Dark-eyed junco,365,365,11,0,4,2,0,2.3,0,19,0,11.3,818,wild,large,acceptable,0,0,0.2959,18,0,4.35E+14
720,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Junco,phaeonotus,Yellow-eyed junco,365,365,13,0,2,2,0,2.42,0,20,0,6.6,580,wild,small,acceptable,0,0,0,0,0,444445580
721,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melospiza,georgiana,Swamp sparrow,365,365,13,0,4,2,0,1.46,0,16.1,0,7.8,427,wild,medium,acceptable,0,0,0.211,14.9,0,4.27E+14
722,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melospiza,lincolnii,Lincoln's sparrow,365,365,11,0,4,1,0,1.69,0,17.35,0,7.6,580,wild,medium,acceptable,0,0,0,0,0,444445580
723,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melospiza,melodia,Song sparrow,365,365,12,0,4,2,0,1.5,0,22.7,0,11.3,580,wild,medium,acceptable,0,0,0.25,19.1,0,3.84E+23
724,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melozone,aberti,Abert's towhee,365,365,14,0,3,2,0,3.63,0,46,0.476,8.6,580,wild,medium,acceptable,0,0,0.73425,46.6,0,4.25E+17
725,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melozone,crissalis,California towhee,0,0,13,0,0,2,0,0,0,47,0,12.8,445,wild,medium,acceptable,0,0,0,0,0,445
726,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melozone,fusca,Canyon towhee,365,365,11,0,3,2,0,0,0,44.4,0,12.8,580,wild,small,acceptable,0,0,0.670615,43.7,0,4.25E+17
727,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Passerculus,sandwichensis,Savannah sparrow,365,365,12,0,4,1,0,1.7,0,20.2,0,18,"Julie Zickefoose, pers. comm.",captivity,medium,acceptable,0,0,0.221,15.9,0,4.27E+14
728,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Passerella,iliaca,Fox sparrow,0,0,13,0,4,1,0,2.7,0,35.5,0,10.3,427,wild,medium,acceptable,0,0,0,0,0,427444445
729,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Peucaea,aestivalis,Bachman's sparrow,365,365,13,0,4,2,0,1.91,0,19.6,0,3.9,427,wild,medium,acceptable,0,0,0,0,0,427444445
730,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pipilo,chlorurus,Green-tailed towhee,365,365,12,0,4,0,0,3.8,0,28.88,0,7.7,580,wild,small,acceptable,0,0,0,0,0,4.44E+11
731,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,Eastern towhee,365,365,12,0,4,0,0,3.1,0,39.4,0.488,12.3,580,wild,medium,acceptable,0,0,0,0,0,4.44E+11
732,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pipilo,maculatus,Spotted towhee,730,730,0,0,0,0,0,0,0,40.4,0,11,427,wild,medium,acceptable,0,0,0,0,0,427818
733,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pooecetes,gramineus,Vesper sparrow,365,365,12,0,4,2,0,2,0,25.7,0.624,7.9,577,wild,medium,acceptable,0,0,0.27412,21.5,0,4.25E+17
734,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,breweri,Brewer's sparrow,365,365,11,0,3,1,0,1.32,0,11,0.545,6.2,818,wild,medium,acceptable,0,0,0,0,0,4.44E+11
735,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,pallida,Clay-colored sparrow,335,335,12,0,4,1,0,1.2,0,11.45,0,6.9,427,wild,small,acceptable,0,0,0,0,0,427444445
736,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,passerina,Chipping sparrow,365,365,12,0,4,2,0,1.3,0,12.2,0.544,11.8,427,wild,large,acceptable,0,0,0.1945,11.9,0,4.27E+20
