HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
3811,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Lepidogobius,lepidus,Bay goby,0,0,0,0,0,0,0,0,0,0,0,7,454,wild,medium,acceptable,0,0,0,0,0,454
3812,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Lesueurigobius,friesii,Fries' goby,730,730,0,0,0,0,0,0,0,0,0,11,454,wild,medium,acceptable,0,0,0,0,0,454
3813,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Neogobius,melanostomus,Round goby,730,1277,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3814,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,lozanoi,Lozano's goby,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3815,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,marmoratus,Marbled goby,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3816,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,minutus,Freckled goby,365,365,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3817,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,pictus,Painted goby,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3818,Animalia,Chordata,Teleostei,Perciformes,Gobiidae,Thorogobius,ephippiatus,Leopard-spotted goby,0,0,0,0,0,0,0,0,0,0,0,9,454,wild,medium,acceptable,0,0,0,0,0,454
3819,Animalia,Chordata,Teleostei,Perciformes,Haemulidae,Haemulon,sciurus,Bluestriped grunt,730,0,0,0,0,0,0,0,0,412.5,0,12,1,wild,medium,acceptable,0,0,0,0,0,1454
3820,Animalia,Chordata,Teleostei,Perciformes,Haemulidae,Orthopristis,chrysoptera,Pigfish,0,0,0,0,0,0,0,0,0,500,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3821,Animalia,Chordata,Teleostei,Perciformes,Harpagiferidae,Harpagifer,antarcticus,Antarctic spiny plunderfish,0,0,0,0,0,0,0,0,0,0,0,9,454,wild,medium,acceptable,0,0,0,0,0,454
3822,Animalia,Chordata,Teleostei,Perciformes,Istiophoridae,Istiophorus,platypterus,Atlantic sailfish,0,0,0,0,0,0,0,0,0,55110,0,13,454,wild,medium,acceptable,0,0,0,0,0,454
3823,Animalia,Chordata,Teleostei,Perciformes,Istiophoridae,Makaira,nigricans,Black spearfish,0,0,0,0,0,0,0,0,0,93500,0,28,454,wild,medium,acceptable,0,0,0,0,0,454
3824,Animalia,Chordata,Teleostei,Perciformes,Labridae,Centrolabrus,exoletus,Rock cook,0,0,0,0,0,0,0,0,0,0,0,6,454,wild,medium,acceptable,0,0,0,0,0,454
3825,Animalia,Chordata,Teleostei,Perciformes,Labridae,Ctenolabrus,rupestris,Goldsinny wrasse,0,0,0,0,0,0,0,0,0,0,0,8,454,wild,medium,acceptable,0,0,0,0,0,454
3826,Animalia,Chordata,Teleostei,Perciformes,Labridae,Labroides,dimidiatus,Cleaner fish,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3827,Animalia,Chordata,Teleostei,Perciformes,Labridae,Labrus,bergylta,Ballan wrasse,2737,0,0,0,0,0,0,0,0,2392.5,0,29,523,unknown,medium,acceptable,0,0,0,0,0,454523
3828,Animalia,Chordata,Teleostei,Perciformes,Labridae,Labrus,merula,Brown wrasse,0,0,0,0,0,0,0,0,0,0,0,17,454,wild,medium,acceptable,0,0,0,0,0,454
3829,Animalia,Chordata,Teleostei,Perciformes,Labridae,Notolabrus,celidotus,Spotty,0,0,0,0,0,0,0,0,0,0,0,7,454,wild,medium,acceptable,0,0,0,0,0,454
3830,Animalia,Chordata,Teleostei,Perciformes,Labridae,Semicossyphus,pulcher,California sheephead,0,0,0,0,0,0,0,0,0,0,0,53,520,wild,medium,acceptable,0,0,0,0,0,520
3831,Animalia,Chordata,Teleostei,Perciformes,Labridae,Symphodus,melops,Corkwing wrasse,912,912,0,0,0,0,0,0,0,0,0,9,454,wild,medium,acceptable,0,0,0,0,0,454
3832,Animalia,Chordata,Teleostei,Perciformes,Labridae,Tautoga,onitis,Tautog,0,0,0,0,0,0,0,0,0,6215,0,34,454,wild,medium,acceptable,0,0,0,0,0,454
3833,Animalia,Chordata,Teleostei,Perciformes,Labridae,Tautogolabrus,adspersus,Cunner,365,365,0,0,0,0,0,0,0,550,0,6,454,wild,medium,acceptable,0,0,0,0,0,454
3834,Animalia,Chordata,Teleostei,Perciformes,Labridae,Thalassoma,bifasciatum,Bluehead,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3835,Animalia,Chordata,Teleostei,Perciformes,Latridae,Latridopsis,ciliaris,Bastard trumpeter,2007,2007,0,0,0,0,0,0,0,0,0,33,454,wild,medium,acceptable,0,0,0,0,0,454
3836,Animalia,Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,atkinsoni,Pacific yellowtail emperor,0,0,0,0,0,0,0,0,0,0,0,24,454,wild,medium,acceptable,0,0,0,0,0,454
3837,Animalia,Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,genivittatus,Lancer,0,0,0,0,0,0,0,0,0,0,0,7,454,wild,medium,acceptable,0,0,0,0,0,454
3838,Animalia,Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,harak,Blackspot emperor,0,0,0,0,0,0,0,0,0,0,0,15,454,wild,medium,acceptable,0,0,0,0,0,454
3839,Animalia,Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,lentjan,Pig-face bream,0,1277,0,0,0,0,0,0,0,0,0,19,454,wild,medium,acceptable,0,0,0,0,0,454
3840,Animalia,Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,mahsena,Sky emperor,1095,1095,0,0,0,0,0,0,0,0,0,27,454,wild,medium,acceptable,0,0,0,0,0,454585
3841,Animalia,Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,miniatus,Lipper,912,912,0,0,0,0,0,0,0,5280,0,22,454,wild,medium,acceptable,0,0,0,0,0,454
3842,Animalia,Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,nebulosus,Blue emperor,2299,1898,0,0,0,0,0,0,0,4620,0,27,454,wild,medium,acceptable,0,0,0,0,0,454
3843,Animalia,Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,obsoletus,Orange-striped emperor,0,0,0,0,0,0,0,0,0,0,0,14,454,wild,medium,acceptable,0,0,0,0,0,454
3844,Animalia,Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,variegatus,Slender emperor,0,0,0,0,0,0,0,0,0,0,0,15,454,wild,medium,acceptable,0,0,0,0,0,454
3845,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Aprion,virescens,Blue-gray snapper,1642,0,0,0,0,0,0,0,0,8470,0,21,454,wild,medium,acceptable,0,0,0,0,0,454
3846,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,adetii,Hussar,0,0,0,0,0,0,0,0,0,0,0,40,454,wild,medium,acceptable,0,0,0,0,0,454
3847,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,analis,Mutton snapper,2007,0,0,0,0,0,0,0,0,8580,0,29,454,wild,medium,acceptable,0,0,0,0,0,454
3848,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,argentimaculatus,Mangrove jack,1825,1460,0,0,0,0,0,0,0,4785,0,18,454,wild,medium,acceptable,0,0,0,0,0,454
3849,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,bohar,Red bass,0,0,0,0,0,0,0,0,0,6875,0,13,454,wild,medium,acceptable,0,0,0,0,0,454
3850,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,Northern red snapper,0,0,0,0,0,0,0,0,0,12540,0,57,454,wild,medium,acceptable,0,0,0,0,0,454
3851,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,carponotatus,Spanish flag snapper,784,0,0,0,0,0,0,0,0,0,0,20,454,wild,medium,acceptable,0,0,0,0,0,454
3852,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,erythropterus,Crimson snapper,0,0,0,0,0,0,0,0,0,0,0,8,454,wild,medium,acceptable,0,0,0,0,0,454
3853,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,fulviflamma,Black spot snapper,0,0,0,0,0,0,0,0,0,0,0,23,454,wild,medium,acceptable,0,0,0,0,0,454
3854,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,gibbus,Humpback red snapper,0,0,0,0,0,0,0,0,0,0,0,18,454,wild,medium,acceptable,0,0,0,0,0,454
3855,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,lutjanus,Bigeye snapper,0,0,0,0,0,0,0,0,0,0,0,11,454,wild,medium,acceptable,0,0,0,0,0,454
3856,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,malabaricus,Malabar blood snapper,0,0,0,0,0,0,0,0,0,4350.5,0,31,454,wild,medium,acceptable,0,0,0,0,0,454
3857,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,peru,Pacific red snapper,0,0,0,0,0,0,0,0,0,3195.5,0,7.2,454,wild,medium,acceptable,0,0,0,0,0,454520
3858,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,purpureus,Caribbean red snapper,2008,2008,0,0,0,0,0,0,0,5500,0,18,454,wild,medium,acceptable,0,0,0,0,0,454585
3859,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,quinquelineatus,Blue-banded sea perch,0,0,0,0,0,0,0,0,0,0,0,31,454,wild,medium,acceptable,0,0,0,0,0,454
3860,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,sanguineus,Saddletailed sea perch,1003,1003,0,0,0,0,0,0,0,12650,0,13,454,wild,medium,acceptable,0,0,0,0,0,454
3861,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,sebae,Emperor snapper,0,0,0,0,0,0,0,0,0,17985,0,35,454,wild,medium,acceptable,0,0,0,0,0,454
3862,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,synagris,Lane snapper,730,365,0,0,0,0,0,0,0,1941.5,0,10,454,wild,medium,acceptable,0,0,0,0,0,454585
3863,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,vitta,Blackstriped snapper,0,0,0,0,0,0,0,0,0,0,0,12,454,wild,medium,acceptable,0,0,0,0,0,454
3864,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Ocyurus,chrysurus,Yellowtail snapper,730,0,0,0,0,0,0,0,0,2238.5,0,14,523,unknown,medium,acceptable,0,0,0,0,0,454523
3865,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Pristipomoides,filamentosus,Crimson jobfish,0,0,0,0,0,0,0,0,0,4484.7,0,18,454,wild,medium,acceptable,0,0,0,0,0,454
3866,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Pristipomoides,multidens,Goldbanded jobfish,0,0,0,0,0,0,0,0,0,0,0,30,454,wild,medium,acceptable,0,0,0,0,0,454
3867,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Pristipomoides,typus,Sharptooth jobfish,0,0,0,0,0,0,0,0,0,1210,0,11,454,wild,medium,acceptable,0,0,0,0,0,454
3868,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Rhomboplites,aurorubens,Vermilion snapper,1095,1095,0,0,0,0,0,0,0,1743.5,0,10,454,wild,medium,acceptable,0,0,0,0,0,454585
3869,Animalia,Chordata,Teleostei,Perciformes,Malacanthidae,Branchiostegus,japonicus,Red tilefish,912,912,0,0,0,0,0,0,0,687.5,0,12,454,wild,medium,acceptable,0,0,0,0,0,454
3870,Animalia,Chordata,Teleostei,Perciformes,Malacanthidae,Caulolatilus,microps,Blueline tilefish,0,0,0,0,0,0,0,0,0,3850,0,15,454,wild,medium,acceptable,0,0,0,0,0,454
3871,Animalia,Chordata,Teleostei,Perciformes,Malacanthidae,Caulolatilus,princeps,Ocean whitefish,0,0,0,0,0,0,0,0,0,3168,0,13,520,wild,medium,acceptable,0,0,0,0,0,454520
3872,Animalia,Chordata,Teleostei,Perciformes,Malacanthidae,Lopholatilus,chamaeleonticeps,Blue tilefish,1825,1825,0,0,0,0,0,0,0,16500,0,35,454,wild,medium,acceptable,0,0,0,0,0,454
3873,Animalia,Chordata,Teleostei,Perciformes,Moronidae,Dicentrarchus,labrax,European seabass,1460,730,0,0,0,0,0,0,0,6600,0,15,454,wild,medium,acceptable,0,0,0,0,0,454585
3874,Animalia,Chordata,Teleostei,Perciformes,Moronidae,Morone,americana,White perch,0,0,0,0,0,0,0,0,0,1210,0,7,520,wild,medium,acceptable,0,0,0,0,0,454520
3875,Animalia,Chordata,Teleostei,Perciformes,Moronidae,Morone,chrysops,White bass,1095,730,2,0,0,0,0,0,0,1537.25,0,9,520,wild,medium,acceptable,0,0,0,0,0,442454520
3876,Animalia,Chordata,Teleostei,Perciformes,Moronidae,Morone,mississippiensis,Yellow bass,0,0,0,0,0,0,0,0,0,6050,0,6,454,wild,medium,acceptable,0,0,0,0,0,454
3877,Animalia,Chordata,Teleostei,Perciformes,Moronidae,Morone,saxatilis,Striped bass,0,0,0,0,0,0,0,0,0,31350,0,30,1,wild,medium,acceptable,0,0,0,0,0,1454
3878,Animalia,Chordata,Teleostei,Perciformes,Mullidae,Mullus,surmuletus,Red mullet,730,730,0,0,0,0,0,0,0,550,0,10,454,wild,medium,acceptable,0,0,0,0,0,454585
3879,Animalia,Chordata,Teleostei,Perciformes,Mullidae,Upeneus,moluccensis,Goldband goatfish,0,0,0,0,0,0,0,0,0,0,0,5,454,wild,medium,acceptable,0,0,0,0,0,454
3880,Animalia,Chordata,Teleostei,Perciformes,Nemipteridae,Nemipterus,japonicus,Japanese threadfin-bream,365,0,0,0,0,0,0,0,0,327.8,0,8,454,wild,medium,acceptable,0,0,0,0,0,454
3881,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Dissostichus,mawsoni,Antarctic toothfish,0,0,0,0,0,0,0,0,0,44000,0,31,454,wild,medium,acceptable,0,0,0,0,0,454
3882,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Lepidonotothen,squamifrons,Grey rockcod,2920,0,0,0,0,0,0,0,0,0,0,19,454,wild,medium,acceptable,0,0,0,0,0,454
3883,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Notothenia,rossii,Marbled rockcod,0,0,0,0,0,0,0,0,0,5500,0,16,454,wild,medium,acceptable,0,0,0,0,0,454
3884,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Pleuragramma,antarcticum,Antarctic silverfish,0,0,0,0,0,0,0,0,0,110,0,20,454,wild,medium,acceptable,0,0,0,0,0,454
3885,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,bernacchii,Emerald rockcod,2007,1277,0,0,0,0,0,0,0,0,0,10,454,wild,medium,acceptable,0,0,0,0,0,454
3886,Animalia,Chordata,Teleostei,Perciformes,Osphronemidae,Betta,splendens,Siamese fighting fish,0,0,0,0,0,0,0,0,0,0,0,2,0,unknown,medium,acceptable,0,0,0,0,0,454524
3887,Animalia,Chordata,Teleostei,Perciformes,Percichthyidae,Maccullochella,peelii,Murray cod,0,0,0,0,0,0,0,0,0,62000,0,48,454,wild,medium,acceptable,0,0,0,0,0,454
3888,Animalia,Chordata,Teleostei,Perciformes,Percichthyidae,Macquaria,ambigua,Golden perch,1642,912,0,0,0,0,0,0,0,13200,0,20,454,wild,medium,acceptable,0,0,0,0,0,454
3889,Animalia,Chordata,Teleostei,Perciformes,Percichthyidae,Macquaria,novemaculeata,Australian bass,0,0,0,0,0,0,0,0,0,0,0,22,1,wild,medium,acceptable,0,0,0,0,0,1
3890,Animalia,Chordata,Teleostei,Perciformes,Percidae,Ammocrypta,clara,Western sand darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3891,Animalia,Chordata,Teleostei,Perciformes,Percidae,Crystallaria,asprella,Crystal darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3892,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,acuticeps,Sharphead darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3893,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,asprigene,Mud darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3894,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,barbouri,Teardrop darter,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3895,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,blennioides,Greenside darter,365,365,0,0,0,0,0,0,0,0,0,5,442,unknown,medium,acceptable,0,0,0,0,0,442
3896,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,blennius,Blenny darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3897,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,caeruleum,Rainbow darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3898,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,collettei,Creole darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3899,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,coosae,Coosa darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3900,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,cragini,Arkansas darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3901,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,ditrema,Coldwater darter,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3902,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,exile,Iowa darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3903,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,flabellare,Fantail darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3904,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,fusiforme,Swamp darter,365,365,0,0,0,0,0,0,0,0,0,2,440,wild,medium,acceptable,0,0,0,0,0,440
3905,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,gracile,Slough darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3906,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,juliae,Yoke darter,365,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3907,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,kennicotti,Stripetail darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3908,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,longimanum,Longfin darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3909,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,microperca,Least darter,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3910,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,moorei,Yellowcheek darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3911,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,nianguae,Niangua darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3912,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,nigrum,Johnny darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3913,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,okaloosae,Okaloosa darter,0,0,0,0,0,0,0,0,0,0,0,8,1290,wild,small,acceptable,0,0,0,0,0,1290
3914,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,olivaceum,Dirty darter,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3915,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,olmstedi,Tessellated darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3916,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,pallididorsum,Paleback darter,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3917,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,proeliare,Cypress darter,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3918,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,punctulatum,Stippled darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3919,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,radiosum,Orangebelly darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3920,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,rubrum,Bayou darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3921,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,rufilineatum,Redline darter,365,365,0,0,77,0,0,0,0,0,0,4,442,wild,medium,acceptable,0,0,0,0,0,442
3922,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,smithi,Slabrock darter,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3923,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,squamiceps,Spottail darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3924,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,striatulum,Striated darter,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3925,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,variatum,Variegate darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3926,Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,zonale,Banded darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3927,Animalia,Chordata,Teleostei,Perciformes,Percidae,Perca,flavescens,Yellow perch,0,0,16,0,100000,0,0,0,0,1055.25,0,12,454,wild,medium,acceptable,0,0,0,0,0,442454520
3928,Animalia,Chordata,Teleostei,Perciformes,Percidae,Perca,fluviatilis,Eurasian perch,1368,821,0,0,0,0,0,0,0,2612.5,0,22,1,wild,medium,acceptable,0.07,27,0,0,0,12454523
3929,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,aurantiaca,Tangerine darter,0,0,0,0,750,0,0,0,0,0,0,4.5,442,unknown,medium,acceptable,0,0,0,0,0,442
3930,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,burtoni,Blotchside logperch,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3931,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,caprodes,Logperch,0,0,7,0,0,0,0,0,0,0,0,3,520,wild,medium,acceptable,0,0,0,0,0,442520
3932,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,evides,Gilt darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3933,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,macrocephala,Longhead darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3934,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,maculata,Blackside darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3935,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,pantherina,Leopard darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3936,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,phoxocephala,Slenderhead darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3937,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,rex,Roanoke logperch,0,0,0,0,0,0,0,0,0,0,0,6,454,wild,medium,acceptable,0,0,0,0,0,454
3938,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,roanoka,Roanoke darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3939,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,sciera,Dusky darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3940,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,shumardi,River darter,0,0,0,0,0,0,0,0,0,0,0,3,454,wild,medium,acceptable,0,0,0,0,0,454
3941,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,tanasi,Snail darter,0,0,0,0,0,0,0,0,0,0,0,4,454,wild,medium,acceptable,0,0,0,0,0,454
3942,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina,vigil,Saddleback darter,0,0,0,0,0,0,0,0,0,0,0,2,454,wild,medium,acceptable,0,0,0,0,0,454
3943,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,canadensis,Sauger,730,730,20,0,0,0,0,0,0,2000,0,18,1,wild,medium,acceptable,0,0,0,0,0,1442
3944,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,lucioperca,Zander,1338,1338,0,0,0,0,0,0,0,11000,0,16,454,wild,medium,acceptable,0,0,0,0,0,454
3945,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander,vitreus,Walleye,0,0,0,0,150000,0,0,0,0,11000,0,29,454,wild,medium,acceptable,0,0,0,0,0,23442454
3946,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis,gunnellus,Rock gunnel,0,0,0,0,0,0,0,0,0,0,0,5,520,wild,medium,acceptable,0,0,0,0,0,520
